OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019
372,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4088865,Bristol_Bay_4088865,4088865.000000000000000,4088865,1338480.000000000000000,11058971800.000000000000000,9020326300.000000000000000,2038645500.000000000000000,18.4343128,372,1335.000000000000000,133500.000000000000000,41,45,4,42.292883895131091,0.886216718789467,56461.000000000000000,5,42,45,42,43,41,2492,389.188848840360606,306.490066445272134,0.000001029813120,81.108192443847656,6.423820503638323,8.595844896752109,372,1335.000000000000000,133500.000000000000000,0.000001029813120,6.745675563812256,6.745674533999136,0.940161273564726,1.453420088926227,1255.115300208909730,0.000001133569981,3.368457078933716,10747293400.000000000000000,311678400.000000000000000,2.8183308,56038801.166307672858238,0.506727046417712,247991208.315005660057068,2.242443626766511,494.971969373708077,490.354867098224076,428.852359847697073,478.712584476482391,483.107794306663834,494.314930744557330,468.339535500143370,490.646424328561864,484.497941665152553,483.666022364707771,484.457947145763910,492.214087996830528,493.473145471588282,430.514008971411158,440.612918772469982,453.719109822321457,475.328797626186883,484.787841918068125,476.240931925471898
373,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4088913,Bristol_Bay_4088913,4088913.000000000000000,4088913,77880.000000000000000,87526100.000000000000000,77598500.000000000000000,9927600.000000000000000,11.3424454,373,1989.000000000000000,198900.000000000000000,134,140,6,136.350427350427395,1.101384506632002,271201.000000000000000,7,136,134,136,138,134,679,240.083771583564612,98.316807904007817,0.000003500752200,49.741916656494141,5.398081773523086,5.425493577272549,373,1989.000000000000000,198900.000000000000000,0.000003500752200,5.731883525848389,5.731880025096189,0.647074398215614,1.190381363547830,1287.030978050857129,0.000003564191729,2.873128890991211,87194000.000000000000000,332100.000000000000000,0.3794297,,,2548430.904851198196411,2.911623966852400,485.158230516378126,482.840382468770599,395.324147882742125,470.831793030879965,475.638744328837902,484.382664142464932,457.134229675491099,482.479445559667795,478.585981781432906,479.603216640529297,478.238502572374500,489.304984456062925,481.337040037200609,398.539814980909966,410.203247945474232,439.962969902693089,469.450972909796349,471.971566195683408,456.633637280767061
374,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4088915,Bristol_Bay_4088915,4088915.000000000000000,4088915,2017260.000000000000000,24118264200.000000000000000,19769599800.000000000000000,4348664400.000000000000000,18.0305862,374,4299.000000000000000,429900.000000000000000,40,43,3,40.755757152826270,0.729140407603616,175209.000000000000000,4,41,43,41,42,40,2492,315.649741161721124,256.415521686402371,0.000000974613954,81.108192443847656,7.030129174783457,9.404948338530346,374,4299.000000000000000,429900.000000000000000,0.000000977766376,5.730485916137695,5.730484938371319,0.422748528806287,1.035484564050733,1817.395925338228153,0.000001080296329,2.851830244064331,23648323300.000000000000000,469940900.000000000000000,1.9484856,83245716.672148585319519,0.345156334559718,901226856.092645049095154,3.736698663797891,502.002128629618198,498.154937518524207,443.126809277774726,483.948101399459290,489.883206043437383,499.789303862322072,477.884922534562179,499.164207167255654,490.713987958963401,492.398839336459389,488.816675667826587,499.027732643332456,500.812582911853724,445.930094840522713,451.742840015218064,463.125447788071369,477.801057992494123,487.455700795004930,484.468506728411171
375,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4088983,Bristol_Bay_4088983,4088983.000000000000000,4088983,84540.000000000000000,73931600.000000000000000,62811200.000000000000000,11120400.000000000000000,15.0414705,375,4334.000000000000000,433400.000000000000000,75,86,11,78.122519612367128,2.414764904601118,338583.000000000000000,12,78,86,78,82,75,368,106.298496177548074,28.798787914970248,0.000001918611588,38.145530700683594,1.628460782934972,2.987243804554724,375,4334.000000000000000,433400.000000000000000,0.000001918611588,7.850703716278076,7.850701797666488,1.130950830046670,1.417704739828061,4901.540897422265516,0.000002068929803,3.368480920791626,72010200.000000000000000,1921400.000000000000000,2.5988886,,,2796158.909682815428823,3.782088998050651,477.590476860046181,488.847716185150659,394.217786262182642,463.317762739955072,479.591632557730065,489.732082707584368,460.822025154996481,483.481460412043418,479.509528359912849,481.076630213999067,476.818110938766438,483.272410564441373,483.384000555341686,391.046942247324182,406.922676572732826,422.289333309369965,464.193080135769321,470.626890126862406,451.049794108417245
376,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4088993,Bristol_Bay_4088993,4088993.000000000000000,4088993,78240.000000000000000,91519200.000000000000000,74692100.000000000000000,16827100.000000000000000,18.3864155,376,8366.000000000000000,836600.000000000000000,104,125,21,109.178938560841488,3.066112096263618,913391.000000000000000,22,108,125,109,112,104,441,203.874490817227013,55.266030379620759,0.000002716285962,35.538932800292969,4.006775895793071,4.356028145098700,376,8366.000000000000000,836600.000000000000000,0.000002716285962,17.645572662353516,17.645569946067553,1.135955962558373,1.813911831166458,9503.407582763351456,0.000002905425731,3.368434071540833,90731700.000000000000000,787500.000000000000000,0.8604752,,,367781.391383953858167,0.401862550572944,494.195070542576502,493.947485336412910,405.468886310193341,476.187306051624432,484.052327817550406,499.598703878529989,469.085457477775208,489.438839063280739,481.399741256475124,489.638563274156070,477.695738162043710,490.652812743117465,498.293193122316268,389.011977814493150,396.365173646627511,441.825384181678885,472.099341995996951,474.080217047356939,474.755842489884060
377,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4089123,Bristol_Bay_4089123,4089123.000000000000000,4089123,71260.000000000000000,98403000.000000000000000,86359200.000000000000000,12043800.000000000000000,12.2392607,377,389.000000000000000,38900.000000000000000,76,87,11,79.745501285347032,2.461949311932067,31021.000000000000000,12,79,87,79,84,76,148,109.236000934931894,17.305401981068876,0.000001949841817,15.611577987670898,1.379358947204659,1.577514296619582,377,389.000000000000000,38900.000000000000000,0.000001986124516,6.713903903961182,6.713901917836665,1.996160133983939,1.610405622066148,776.506292119752402,2.443920373916626,4.046280956268310,96241600.000000000000000,2161400.000000000000000,2.1964777,,,1281274.519112553913146,1.302068553918635,496.521086755485669,501.841562757239274,417.278851254531105,477.517452719932976,490.509377762866279,500.023365141309966,471.713196752131466,501.788646687604626,493.004109630804976,490.713839008970297,478.851730130180727,498.392082558456138,504.105419550220404,402.197721614180409,414.977408209099337,456.148604209222299,474.099766267286213,472.036893184150813,477.747193683118780
378,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4089253,Bristol_Bay_4089253,4089253.000000000000000,4089253,86140.000000000000000,97828200.000000000000000,77712800.000000000000000,20115400.000000000000000,20.5619640,378,3061.000000000000000,306100.000000000000000,75,79,4,76.677556354132463,0.853677044181466,234710.000000000000000,5,77,79,77,78,75,604,147.262060428379840,74.178729707794517,0.000001950066462,38.079689025878906,3.290393900454071,4.866386546295864,378,3061.000000000000000,306100.000000000000000,0.000001950343631,6.041190624237061,6.041188673893430,1.080346606252842,1.419370692149474,3306.940961739948762,0.000002037586000,3.368494987487793,97019000.000000000000000,809200.000000000000000,0.8271644,,,1566682.399601574055851,1.601462972436960,483.958598849816383,488.535516343955919,403.334586550706263,469.883727800370480,482.500653185889576,488.016743638338653,463.212094263214738,490.072251150479588,480.066583050696352,485.839845770444697,476.913902126382595,487.559567691116229,491.973181557052897,400.546541794698385,413.582242134683838,447.603822824093811,470.796059827333977,474.449444025342643,463.487952349118757
379,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4089301,Bristol_Bay_4089301,4089301.000000000000000,4089301,136020.000000000000000,318564000.000000000000000,251132700.000000000000000,67431300.000000000000000,21.1672688,379,776.000000000000000,77600.000000000000000,149,154,5,151.065721649484573,1.490367783034341,117227.000000000000000,6,150,154,151,153,149,566,266.710324455993828,61.105963291428587,0.000003838348221,39.919692993164062,6.863439294109235,6.019710087909947,379,776.000000000000000,77600.000000000000000,0.000003838348221,7.415188312530518,7.415184474182297,1.892170217469989,1.610191387287376,1468.324088756711035,2.417123198509216,3.436028480529785,312227900.000000000000000,6336100.000000000000000,1.9889567,,,97553.699801428199862,0.030622951683627,503.434568877841798,500.106009467483489,429.998716741376029,486.883011576951958,490.709117791087692,499.762677515350049,481.051137291091834,500.207551700755801,488.539328674931255,493.134897540212421,485.546479514321618,501.474948518979829,505.928118682586955,429.379108436608874,445.338290578972362,466.714566303787706,476.395992328071486,485.527582840496507,489.349160922139276
380,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4089531,Bristol_Bay_4089531,4089531.000000000000000,4089531,49160.000000000000000,48347600.000000000000000,42007800.000000000000000,6339800.000000000000000,13.1129570,380,1421.000000000000000,142100.000000000000000,201,213,12,202.350457424349116,1.122187532285667,287540.000000000000000,13,202,213,202,203,201,560,292.667940083896099,64.620616879779888,0.000005170265467,33.942958831787109,6.207172200542979,5.219661078966223,380,1421.000000000000000,142100.000000000000000,0.000005170265467,5.729825496673584,5.729820326408117,1.033243102089507,1.439820875641794,1468.238448069188735,0.000005242248790,3.368284940719604,46958200.000000000000000,1389400.000000000000000,2.8737724,,,,,500.020118889044795,491.889241658326000,431.010290066104176,478.859074700710551,487.903711869873973,497.568086109755654,476.927864051164136,493.616167089992416,479.289377342412763,491.192743797003516,478.833398141788507,492.679065765419011,500.033668682621681,447.385082196429948,444.759698516575270,467.014598449553091,470.688609155365839,478.751141731958114,486.627284498090660
381,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4089543,Bristol_Bay_4089543,4089543.000000000000000,4089543,145920.000000000000000,190308100.000000000000000,167299100.000000000000000,23009000.000000000000000,12.0903940,381,11367.000000000000000,1136700.000000000000000,63,69,6,65.805929444884043,1.199171305434598,748016.000000000000000,7,66,63,66,67,63,657,131.850324289927983,63.440894211753609,0.000001601169970,33.457469940185547,2.234728786427461,3.388904590544309,381,11367.000000000000000,1136700.000000000000000,0.000001601169970,6.030792713165283,6.030791111995313,0.796410886442659,1.281247841995573,9052.802546193706803,0.000001754515438,2.873115539550781,188357300.000000000000000,1950800.000000000000000,1.0250746,,,3781765.539443815592676,1.987180545359770,498.947618872668841,502.406645330894776,421.635063216710250,480.779425365611985,492.070994929852588,501.712314438996145,479.255599041011294,504.911669850965666,497.619250409583969,492.628258044849758,483.393055656734475,500.734784441936938,504.940421319771474,437.823694409433244,428.715653807043680,461.105577422679175,474.515844021630585,475.274184279658471,483.352332915549368
382,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4089671,Bristol_Bay_4089671,4089671.000000000000000,4089671,47400.000000000000000,52113500.000000000000000,39365700.000000000000000,12747800.000000000000000,24.4616070,382,12562.000000000000000,1256200.000000000000000,231,319,88,254.281722655627732,17.245411960364308,3194287.000000000000000,89,240,319,250,278,231,854,407.645888301490857,114.258721618573517,0.000005966421213,46.136898040771484,12.076831719366618,9.648338480038907,382,12562.000000000000000,1256200.000000000000000,0.000005966421213,31.138252258300781,31.138246291879568,3.561995260428182,3.036614767664518,44745.784461498820747,3.367442488670349,6.609030866622925,51933100.000000000000000,180400.000000000000000,0.3461675,,,14312.563238019058190,0.027464214144164,499.703535552208507,487.128841854801067,434.282859527762753,484.235301793198971,484.782795244997658,497.244665969474227,465.930069943488377,495.018187225957206,483.822623696351627,490.896877008835418,484.224147293888109,495.292605562856352,499.103451121107184,411.105089851958894,446.604440308175242,462.485908641716719,476.209463958472099,491.344405960067547,489.186611914372691
383,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4089713,Bristol_Bay_4089713,4089713.000000000000000,4089713,143980.000000000000000,288673900.000000000000000,247437500.000000000000000,41236400.000000000000000,14.2847691,383,6103.000000000000000,610300.000000000000000,68,73,5,69.843028019006923,0.918042503756621,426252.000000000000000,6,69,73,70,71,68,604,150.915103859406770,74.152601914149585,0.000001745491886,38.145530700683594,2.920681844407959,4.381267111688928,383,6103.000000000000000,610300.000000000000000,0.000001747858846,5.232473373413086,5.232471625554240,0.870324582745707,1.307792417384930,5311.590928497052118,0.000001857250936,3.367297410964966,283967600.000000000000000,4706300.000000000000000,1.6303171,,,6044109.355221791192889,2.093749852418868,484.899867552436433,491.540885473834578,403.162245061353872,469.229999549584022,481.548348597498261,493.335479346338445,464.399681147506897,486.792313553854171,480.798928038660904,484.543510825548310,477.106871057147714,485.920907750189770,490.891367457300021,390.031568770946762,401.658284706773316,434.380758280441512,467.126451093319986,468.837391847107085,462.981088664304480
384,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4090011,Bristol_Bay_4090011,4090011.000000000000000,4090011,89680.000000000000000,156787300.000000000000000,124782900.000000000000000,32004400.000000000000000,20.4126225,384,2.000000000000000,200.000000000000000,252,252,0,252.000000000000000,0.000000000000000,504.000000000000000,1,252,252,252,252,252,730,387.954080464423100,82.769842068644095,0.000006498367839,43.128086090087891,8.681291101213681,6.638461951782993,384,2.000000000000000,200.000000000000000,0.000006503087661,2.873141765594482,2.873135262506821,1.436574134341072,1.436567631253411,2.873148268682144,1.436574134341072,2.585828239343800,156530100.000000000000000,257200.000000000000000,0.1640439,,,10360.534798525130100,0.006608019143467,501.362220664550193,489.910325644998693,446.227328361412219,482.718648130305496,487.522771933698266,499.571496543407250,477.120191495104677,490.015774874625095,481.812025591354825,491.672463267118815,485.930338107745911,494.494795815729333,500.490347113570579,444.270339498162514,461.155656740059555,468.190665953166729,477.431796452900585,493.164786943844319,489.927172672786071
385,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4090071,Bristol_Bay_4090071,4090071.000000000000000,4090071,100680.000000000000000,164285000.000000000000000,119033900.000000000000000,45251100.000000000000000,27.5442677,385,539.000000000000000,53900.000000000000000,465,491,26,468.096474953617758,2.965786133307531,252304.000000000000000,23,467,474,467,469,465,1301,705.997530511005380,144.560982906346084,0.000012022753253,47.695007324218750,11.572623971851199,9.371610116266845,385,539.000000000000000,53900.000000000000000,0.000012022933333,15.672568321228027,15.672556298294694,2.333713825591645,2.397053517405014,1257.871751993896851,2.416526794433594,3.513483095169063,163556600.000000000000000,728400.000000000000000,0.4433758,,,585016.650765305384994,0.356098640025143,501.540723133585743,498.898694342144665,468.261872355960975,486.180038347996856,488.500374349451818,500.081196092159757,472.625213500922825,496.757208509604936,480.521517484857270,486.702166965939341,496.630590741696778,498.378223209664213,502.636513984846601,476.281134613627046,474.827858295036606,480.356395897371442,480.582207748732117,495.393330492743075,493.048798125204883
386,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4090301,Bristol_Bay_4090301,4090301.000000000000000,4090301,72260.000000000000000,117673300.000000000000000,101853200.000000000000000,15820100.000000000000000,13.4440861,386,23106.000000000000000,2310600.000000000000000,136,248,112,156.518090539253734,22.103287258514804,3616507.000000000000000,113,143,241,145,191,136,515,258.348608392902747,68.520134831317066,0.000003519387292,40.725864410400391,7.985151444205281,5.507717971445294,386,23106.000000000000000,2310600.000000000000000,0.000003519387292,21.337102890014648,21.337099370627357,3.204515848573673,3.180302632091694,74043.543197143284488,2.873198509216309,6.363211154937744,116853800.000000000000000,819500.000000000000000,0.6964197,,,13847.688474928861979,0.011767910371281,497.988531807982099,494.657471151058473,430.634657989535242,477.859980981244234,487.556862091911398,497.903782761255343,475.410176310174791,492.883246241930067,480.291796014898637,489.653736234133817,479.130228352565098,492.056338183766059,499.054951293113504,432.684397395160090,443.730930465958124,462.167966735021935,472.756983104919129,485.066995656620463,485.592513339899199
387,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4090543,Bristol_Bay_4090543,4090543.000000000000000,4090543,65540.000000000000000,76448200.000000000000000,53380900.000000000000000,23067300.000000000000000,30.1737652,387,11382.000000000000000,1138200.000000000000000,71,95,24,83.014584431558589,6.459513823453390,944872.000000000000000,25,77,71,82,92,71,275,139.284248680806400,37.348671974665393,0.000001834318596,24.182653427124023,2.427980141226179,2.252474859542584,387,11382.000000000000000,1138200.000000000000000,0.000001834318596,22.542221069335938,22.542219235017342,2.424183874813678,2.969977382881043,27592.060863129278005,2.415881872177124,5.728208494186402,75478500.000000000000000,969700.000000000000000,1.2684406,,,812346.683527963818051,1.062610608919456,507.194437540710794,506.752025554560191,453.969434205118205,491.088457282183526,499.105770966487910,508.975745668308775,491.753400341666236,510.037841309540056,501.995658498175430,506.884385767093590,494.354131294132742,508.805758670575301,511.807727323862025,482.203702637864069,470.687206500608283,473.769827150930041,477.182657014815504,480.240489638741110,494.826371320711246
388,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4090891,Bristol_Bay_4090891,4090891.000000000000000,4090891,148900.000000000000000,253654000.000000000000000,190114300.000000000000000,63539700.000000000000000,25.0497532,388,1691.000000000000000,169100.000000000000000,356,364,8,360.118864577172985,1.645578672129255,608961.000000000000000,9,361,356,360,362,356,1301,660.216200020504857,150.452715377323187,0.000009207436051,47.695007324218750,10.341501533178979,8.610868904320228,388,1691.000000000000000,169100.000000000000000,0.000009207436051,5.762387752532959,5.762378545096908,1.968334766387512,1.473684155842573,3328.454089961282534,2.416604995727539,3.435482025146484,252528500.000000000000000,1125500.000000000000000,0.4437147,,,921554.212577360915020,0.363311523799097,500.901994054897671,495.431766895058331,462.010145316055286,485.445959850820827,487.667956349987662,498.668649025839784,469.556101618738296,495.633365135185272,480.442826448625226,485.562682630667382,493.380779329320717,495.231276857448904,499.612234382270685,464.736992911602499,467.443583779478104,477.653030506119819,479.558361784164163,493.435528712341977,490.950722243685902
389,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4090901,Bristol_Bay_4090901,4090901.000000000000000,4090901,128120.000000000000000,327816800.000000000000000,262097200.000000000000000,65719600.000000000000000,20.0476608,389,8638.000000000000000,863800.000000000000000,202,282,80,212.511229451262125,11.660307474644350,1835672.000000000000000,81,205,282,206,229,202,730,353.474908241431535,86.079767758396983,0.000005219967989,43.128086090087891,8.699913590457200,6.778838142713588,389,8638.000000000000000,863800.000000000000000,0.000005219967989,18.606986999511719,18.606981779543730,2.154745983248890,2.568097917490840,18612.695803303911816,2.148290753364563,4.769321107864380,326207700.000000000000000,1609100.000000000000000,0.4908534,,,10360.534798525130100,0.003160464868953,501.559325208467897,490.026874156539066,444.363435308989779,481.796925294860728,488.644110368965471,500.451856646762906,479.002448318692188,492.811537114632642,482.375394427616698,492.097118268497752,485.793264408656910,494.902680704585350,501.387732416398990,453.123506177842160,456.755261475313489,469.093044956815334,476.589894416638231,489.849288383027840,492.793529800790395
390,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4091171,Bristol_Bay_4091171,4091171.000000000000000,4091171,185600.000000000000000,570255200.000000000000000,460675900.000000000000000,109579300.000000000000000,19.2158356,390,4067.000000000000000,406700.000000000000000,173,316,143,185.663634128350168,19.645279784807222,755094.000000000000000,124,174,232,176,211,173,730,330.002429263248700,89.861284012381560,0.000004457430350,43.128086090087891,8.912522519270553,7.077320568189267,390,4067.000000000000000,406700.000000000000000,0.000004457430350,17.761180877685547,17.761176420255197,2.545335173010795,2.786664923924857,10351.878148634901663,2.444183588027954,5.688958168029785,563258600.000000000000000,6996600.000000000000000,1.2269244,,,79721.067028091347311,0.013979893042289,499.984753492821199,489.430175647673707,439.025485957865385,480.209051842054350,488.105196936392190,499.061826354236473,477.008463228390724,492.548057431129507,481.407920173283060,491.386876612437959,483.558676887121180,494.246667281594057,500.807343975118101,442.630137349031656,450.088591563919238,466.617890025377903,474.241784380046568,487.469192565015248,489.333785645443243
391,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4091511,Bristol_Bay_4091511,4091511.000000000000000,4091511,108740.000000000000000,149198500.000000000000000,114987400.000000000000000,34211100.000000000000000,22.9299221,391,1513.000000000000000,151300.000000000000000,334,393,59,356.266358228684624,21.404758500696225,539031.000000000000000,60,337,352,342,388,334,1154,597.998207756787906,154.584144202397766,0.000008657858416,59.969097137451172,13.340567436987088,9.165977744353210,391,1513.000000000000000,151300.000000000000000,0.000008657858416,47.801048278808594,47.801039620950178,8.160502955194120,10.548173154432527,12346.840971208705014,3.367972850799561,24.596540451049790,148471300.000000000000000,727200.000000000000000,0.4874044,,,313481.383184931706637,0.210110278042294,509.349114769921300,496.379992426194235,470.166820041754818,486.884876188439250,491.240157240188807,499.372088191240209,473.291211372771158,508.674338548976209,488.907758456014676,491.409391515326661,493.796841121060254,497.934948407659874,503.705090868872162,469.532848520592211,478.817795085069974,478.934412879487127,480.900898467485149,496.313705566745682,489.161244918682655
392,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4091601,Bristol_Bay_4091601,4091601.000000000000000,4091601,50300.000000000000000,52886300.000000000000000,44700600.000000000000000,8185700.000000000000000,15.4779215,392,3343.000000000000000,334300.000000000000000,271,279,8,273.432246485192820,1.430450001143806,914084.000000000000000,9,273,279,273,275,271,672,340.754573490677899,75.768521557414545,0.000006992248018,34.920806884765625,2.589411104912116,3.476864160025148,392,3343.000000000000000,334300.000000000000000,0.000006992248018,5.731908798217773,5.731901805969756,1.140368365008814,1.362705629075238,3812.251444224464194,0.000007174033271,3.367580175399780,45741000.000000000000000,7145300.000000000000000,13.5106821,,,1745.379294480459293,0.003300248447103,492.776473302157399,484.426976362502785,427.637361660772967,477.411325806494688,484.985319449463930,490.542560171539606,464.491234970108906,489.937324032874528,478.623662460793696,472.649996312840756,484.722417714987500,485.946566502098051,493.728167786363485,451.988174631238053,429.624749698875917,467.479878531873283,474.348931575857023,480.083809984815332,482.744886671976758
393,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4091781,Bristol_Bay_4091781,4091781.000000000000000,4091781,104040.000000000000000,278466900.000000000000000,218734900.000000000000000,59732000.000000000000000,21.4503059,393,3041.000000000000000,304100.000000000000000,148,154,6,151.031897402170728,1.326370529173809,459288.000000000000000,7,151,148,151,153,148,615,273.582555772336377,73.387830037917908,0.000003810156613,55.152545928955078,8.066910204796685,5.835788847546382,393,3041.000000000000000,304100.000000000000000,0.000003810156613,9.300273895263672,9.300270085107059,1.277268609594716,1.831101337603283,3884.173841777530470,0.000003950166047,3.435590267181396,278174400.000000000000000,292500.000000000000000,0.1050394,,,8213.248402750354217,0.002949452305732,510.426026576224672,506.428412497145132,473.879523562762984,492.220346116541350,494.723193313103707,506.272077938166433,495.999604261760339,508.421924472888350,494.856087025062948,495.484586498435590,495.317468252061872,505.891087594255509,506.864223360116284,481.731608675931511,483.442647582175198,481.227032728125948,476.872443008484709,494.377678280611860,500.074399506723239
394,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4092121,Bristol_Bay_4092121,4092121.000000000000000,4092121,58720.000000000000000,68351000.000000000000000,55367000.000000000000000,12984000.000000000000000,18.9960651,394,3993.000000000000000,399300.000000000000000,157,166,9,161.742549461557331,1.524106389699663,645838.000000000000000,10,162,166,162,164,157,614,296.491799681055909,82.965755835535873,0.000004072775027,42.124408721923828,9.800481029512181,7.355083578946289,394,3993.000000000000000,399300.000000000000000,0.000004072775027,6.745679378509521,6.745675305734494,0.923368140480614,1.369322134353609,3687.008984939091988,0.000004226802503,3.367378664016723,67777000.000000000000000,574000.000000000000000,0.8397829,,,16472.600948896364571,0.024100014555597,498.016895144183309,491.440782139248711,437.820241108400126,481.727788913116513,487.643159573376977,497.700599844911608,477.899581571593558,496.289924068406151,483.855586604439566,490.544081286298308,482.530880308993972,499.540283243842907,503.475954996993153,409.964954426414579,453.103931178769585,462.918742959140900,472.244900586675158,483.892283946099212,489.547163903961348
395,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_4092553,Bristol_Bay_4092553,4092553.000000000000000,4092553,80400.000000000000000,112544800.000000000000000,98482400.000000000000000,14062400.000000000000000,12.4949350,395,4359.000000000000000,435900.000000000000000,95,168,73,118.649231475109062,21.358661024579437,517192.000000000000000,74,100,95,107,148,95,562,188.282853583639337,56.935669506102911,0.000002498297818,74.289505004882812,3.626962825707510,4.541542474707997,395,4359.000000000000000,435900.000000000000000,0.000002498297818,11.970594406127930,11.970591907830112,3.256631004987750,3.190891660228990,14195.654550741601270,2.873118877410889,8.065029144287109,110519500.000000000000000,2025300.000000000000000,1.7995501,,,2341086.671638920903206,2.080137573338725,516.273396016510219,512.161088739770548,482.795853740020902,497.937614176752334,504.791521243096270,509.908434685567215,496.976313432514701,512.908136137784027,505.120338745103311,508.928745708373469,498.044420532982713,512.665789978748194,514.713647365311317,490.230631712883280,490.423786794236776,475.923115061732915,480.562011181139383,490.163099494599066,502.264298306097373
