SampleType,Lake,YearSampled,DateSampled,StationName,Species,Length,Mass,Month,Year,Site
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,110,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,65,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,52,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,50,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,64,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,64,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,46,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,60,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,41,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,110,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,78,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,108,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,45,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,70,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,115,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,172,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,96,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,74,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,70,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,58,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,55,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,64,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,52,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,115,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,68,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,51,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,62,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,73,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,67,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,58,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,120,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,57,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,138,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,76,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,69,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,47,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,68,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,71,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,105,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,71,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,54,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,55,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,75,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,68,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,55,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,99,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,60,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,134,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,97,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,54,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,62,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,65,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,58,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,49,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,66,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,130,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,118,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,82,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,52,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,43,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,58,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,84,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,109,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,72,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,109,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,69,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,56,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,78,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,101,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,40,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2013,2013-08-17T00:00:00Z,Big Whitefish Creek,Coho salmon,47,NA,8,2013,Big Whitefish Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,56,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,53,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,43,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,60,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,58,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,59,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,43,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,62,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,53,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,56,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,40,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,65,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,41,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,55,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,60,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,51,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,63,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,39,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,39,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,60,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,41,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,40,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,70,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,41,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,51,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,55,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,39,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,57,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,58,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,57,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,59,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,40,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,46,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,53,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,55,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,35,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,39,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,61,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,73,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,59,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,61,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,38,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,51,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,58,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,53,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,39,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,55,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,56,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,46,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,55,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,53,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,58,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,55,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,40,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,63,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,57,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,56,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,66,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,56,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,55,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,41,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,53,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,43,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,58,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,53,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,46,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,56,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,58,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,43,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,58,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,64,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,51,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,70,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2014,Bear Creek
Stick Seine,Aleknagik,2014,2014-08-27T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2014,Bear Creek
