series_id,date,n_values,min_temp_c,mean_temp_c,max_temp_c,flag
863,9/3/2017,24,9.26,9.4125,9.66,
863,9/4/2017,24,9.16,9.45625,9.81,
863,9/5/2017,24,9.56,9.908333,10.22,
863,9/6/2017,24,10.1,10.282917,10.57,
863,9/7/2017,24,10.08,10.2125,10.35,
863,9/8/2017,24,10.17,10.355416,10.66,
863,9/9/2017,24,10.08,10.27375,10.47,
863,9/10/2017,24,10.03,10.23375,10.54,
863,9/11/2017,24,9.88,10.075417,10.25,
863,9/12/2017,24,9.73,10.037084,10.3,
863,9/13/2017,24,10.12,10.3825,10.69,
863,9/14/2017,24,10.1,10.346666,10.64,
863,9/15/2017,24,9.78,10.07625,10.64,
863,9/16/2017,24,9.34,9.610833,9.85,
863,9/17/2017,24,9.61,9.91625,10.49,
863,9/18/2017,24,9.51,9.76125,10,OTHER [ Deployment End Deployment End]
863,9/19/2017,24,9.26,9.549583,9.85,
863,9/20/2017,24,9.26,9.401667,9.53,
863,9/21/2017,24,9.04,9.267917,9.49,
863,9/22/2017,24,9.09,9.256666,9.44,
863,9/23/2017,24,9.04,9.122084,9.24,
863,9/24/2017,24,8.84,9.1325,9.46,
863,9/25/2017,24,8.89,9.10875,9.39,
863,9/26/2017,24,8.79,8.91125,9.16,
863,9/27/2017,24,8.64,8.710834,8.82,
863,9/28/2017,24,8.47,8.614583,8.77,
863,9/29/2017,24,8.25,8.392083,8.62,
863,9/30/2017,24,7.9,8.166667,8.44,
863,10/1/2017,24,8.02,8.1570835,8.44,
863,10/2/2017,24,8.39,8.55,8.74,
863,10/3/2017,24,8.2,8.28,8.39,
863,10/4/2017,24,8.02,8.1975,8.32,
863,10/5/2017,24,8.02,8.20125,8.3,
863,10/6/2017,24,7.9,8.03,8.27,
863,10/7/2017,24,7.57,7.6895833,7.97,
863,10/8/2017,24,7.29,7.4958334,7.65,
863,10/9/2017,24,6.97,7.2041664,7.29,
863,10/10/2017,24,7.07,7.2966666,7.52,
863,10/11/2017,24,7.37,7.5183334,7.7,
863,10/12/2017,24,7.7,7.8129168,7.92,
863,10/13/2017,24,7.39,7.574167,7.75,
863,10/14/2017,24,7.37,7.4575,7.57,
863,10/15/2017,24,7.04,7.2599998,7.47,
863,10/16/2017,24,6.76,6.9595833,7.22,
863,10/17/2017,24,6.81,6.9266667,7.02,
863,10/18/2017,24,6.81,6.8995833,6.99,
863,10/19/2017,24,6.59,6.71,6.89,
863,10/20/2017,24,6.28,6.4283333,6.59,
863,10/21/2017,24,5.54,5.991667,6.36,
863,10/22/2017,24,4.19,4.815417,5.59,
863,10/23/2017,24,4.14,4.8733335,5.36,
863,10/24/2017,24,4.92,5.1804166,5.44,
863,10/25/2017,24,4.95,6.27125,6.71,
863,10/26/2017,24,6.56,6.7945833,7.02,
863,10/27/2017,24,5.57,6.0783334,6.91,
863,10/28/2017,24,6.18,6.3358335,6.48,
863,10/29/2017,24,6.46,6.6708336,6.94,
863,10/30/2017,24,6.46,6.7883334,6.97,
863,10/31/2017,24,6.64,6.715833,6.81,
863,11/1/2017,24,6.48,6.5725,6.69,
863,11/2/2017,24,6.15,6.2770834,6.46,
863,11/3/2017,24,6.1,6.24875,6.41,
863,11/4/2017,24,6.1,6.21625,6.31,
863,11/5/2017,25,5.92,6.11,6.33,
863,11/6/2017,24,5.87,5.9470835,6.05,
863,11/7/2017,24,5.23,5.4991665,5.82,
863,11/8/2017,24,4.97,5.269583,5.67,
863,11/9/2017,24,4.51,4.77625,5.02,
863,11/10/2017,24,4.87,5.025417,5.15,
863,11/11/2017,24,4.95,5.13625,5.31,
863,11/12/2017,24,5,5.275417,5.41,
863,11/13/2017,24,4.82,5.01125,5.31,
863,11/14/2017,24,4.56,4.7945833,4.95,
863,11/15/2017,24,4.82,4.996667,5.23,
863,11/16/2017,24,4.35,4.715833,5,
863,11/17/2017,24,4.48,4.8908334,5.13,
863,11/18/2017,24,4.53,5.00125,5.21,
863,11/19/2017,24,4.48,4.71,4.87,
863,11/20/2017,24,3.96,4.3479166,4.69,
863,11/21/2017,24,2.93,3.45625,4.17,
863,11/22/2017,24,3.56,3.9666667,4.53,
863,11/23/2017,24,2.96,3.5904167,4.51,
863,11/24/2017,24,3.67,4.00125,4.19,
863,11/25/2017,24,2.93,3.7645833,3.93,
863,11/26/2017,24,3.04,3.8966668,4.27,
863,11/27/2017,24,3.43,3.8541667,4.17,
863,11/28/2017,24,3.56,4.037083,4.3,
863,11/29/2017,24,3.54,3.7483332,4.06,
863,11/30/2017,24,3.17,3.3883333,3.59,
863,12/1/2017,24,3.17,3.5775,4.09,
863,12/2/2017,24,3.88,4,4.14,
863,12/3/2017,24,3.43,3.5120833,3.91,
863,12/4/2017,24,2.74,3.0629168,3.46,
863,12/5/2017,24,2.82,3.3516667,3.78,
863,12/6/2017,24,3.14,3.3504167,3.67,
863,12/7/2017,24,3.01,3.2466667,3.43,
863,12/8/2017,24,3.43,3.6654167,3.83,
863,12/9/2017,24,3.51,3.6041665,3.78,
863,12/10/2017,24,3.09,3.3041666,3.49,
863,12/11/2017,24,3.01,3.3725,3.8,
863,12/12/2017,24,3.49,4.0433335,4.32,
863,12/13/2017,24,3.83,4.1120834,4.27,
863,12/14/2017,24,3.17,3.66875,3.91,
863,12/15/2017,24,3.14,3.7375,4.12,
863,12/16/2017,24,3.35,3.4391668,3.67,
863,12/17/2017,24,3.12,3.2679167,3.41,
863,12/18/2017,24,2.61,2.9604166,3.14,
863,12/19/2017,24,2.07,3.0491667,3.64,
863,12/20/2017,24,1.97,2.2079167,2.88,
863,12/21/2017,24,2.85,3.2325,3.59,
863,12/22/2017,24,3.3,3.4108334,3.54,
863,12/23/2017,24,3.43,3.6504166,3.8,
863,12/24/2017,24,3.27,3.5208335,3.72,
863,12/25/2017,24,2.53,2.7962499,3.33,
863,12/26/2017,24,2.58,2.85125,3.01,
863,12/27/2017,24,2.5,2.7033334,2.93,
863,12/28/2017,24,2.45,2.5625,2.64,
863,12/29/2017,24,2.21,2.5445833,3.14,
863,12/30/2017,24,2.9,3.2766666,3.51,
863,12/31/2017,24,3.01,3.1333332,3.27,
863,1/1/2018,24,3.04,3.285,3.51,
863,1/2/2018,24,2.98,3.1025,3.25,
863,1/3/2018,24,2.45,2.6316667,2.96,
863,1/4/2018,24,2.34,2.65375,2.98,
863,1/5/2018,24,2.53,2.89125,3.12,
863,1/6/2018,24,2.69,3.1708333,3.41,
863,1/7/2018,24,2.9,3.195,3.41,
863,1/8/2018,24,2.58,2.7141666,2.88,
863,1/9/2018,24,3.06,3.1220834,3.17,
863,1/10/2018,24,3.04,3.1529167,3.2,
863,1/11/2018,24,2.53,2.8304167,2.98,
863,1/12/2018,24,2.77,3.0804167,3.22,
863,1/13/2018,24,2.69,2.85625,3.04,
863,1/14/2018,24,3.01,3.1,3.2,
863,1/15/2018,24,2.9,2.9704168,3.06,
863,1/16/2018,24,2.56,2.7375,2.96,
863,1/17/2018,24,2.58,2.6754167,2.8,
863,1/18/2018,24,2.26,2.5133333,2.72,
863,1/19/2018,24,2.1,2.36375,2.66,
863,1/20/2018,24,1.32,1.5158334,1.94,
863,1/21/2018,24,0.05,0.6075,1.26,
863,1/22/2018,24,0,0.102916665,0.3,
863,1/23/2018,24,0,0.07,0.22,
863,1/24/2018,24,0,0.0175,0.02,
863,1/25/2018,24,0.02,0.02,0.02,
863,1/26/2018,24,0.02,0.02,0.02,
863,1/27/2018,24,0.02,0.035,0.08,
863,1/28/2018,24,0.02,0.02,0.02,
863,1/29/2018,24,0.02,0.02,0.02,
863,1/30/2018,24,0.02,0.02,0.02,OTHER [Drop in water level associated with ice formation. Trail camera photos verify the drop on 1/29.The drop in water level is visible in photos through 2/4]
863,1/31/2018,24,0.02,0.02,0.02,OTHER [Drop in water level associated with ice formation. Trail camera photos verify the drop on 1/29.The drop in water level is visible in photos through 2/4]
863,2/1/2018,12,0,0.01,0.02,OTHER [Drop in water level associated with ice formation. Trail camera photos verify the drop on 1/29.The drop in water level is visible in photos through 2/4]
863,2/3/2018,21,0,0.018095238,0.02,OTHER [Drop in water level associated with ice formation. Trail camera photos verify the drop on 1/29.The drop in water level is visible in photos through 2/4]
863,2/4/2018,24,0.02,0.02,0.02,OTHER [Drop in water level associated with ice formation. Trail camera photos verify the drop on 1/29.The drop in water level is visible in photos through 2/4]
863,2/5/2018,24,0.02,0.02,0.02,
863,2/6/2018,24,0.02,0.035,0.05,
863,2/7/2018,24,0.05,0.05625,0.08,
863,2/8/2018,24,0.05,0.07125,0.11,
863,2/9/2018,24,0.05,0.06875,0.08,
863,2/10/2018,24,0.05,0.07625,0.11,
863,2/11/2018,24,0.08,0.0875,0.11,
863,2/12/2018,24,0.08,0.1175,0.16,
863,2/13/2018,24,0.05,0.104166664,0.16,
863,2/14/2018,24,0.02,0.02875,0.05,
863,2/15/2018,24,0.05,0.055,0.08,
863,2/16/2018,24,0.05,0.089999996,0.14,
863,2/17/2018,24,0.02,0.025,0.05,
863,2/18/2018,24,0.02,0.02,0.02,
863,2/19/2018,24,0.02,0.022499999,0.05,
863,2/20/2018,24,0.05,0.08875,0.14,
863,2/21/2018,24,0.02,0.0725,0.14,
863,2/22/2018,24,0.11,0.18666667,0.33,
863,2/23/2018,24,0.11,0.18291667,0.22,
863,2/24/2018,24,0,0.20208333,0.5,
863,2/25/2018,24,0.3,0.5129167,0.61,
863,2/26/2018,24,0.22,0.36166668,0.47,
863,2/27/2018,24,0.08,0.27291667,0.55,
863,2/28/2018,24,0,0.036666665,0.11,
863,3/1/2018,24,0.02,0.04375,0.14,
863,3/2/2018,24,0.16,0.32166666,0.5,
863,3/3/2018,24,0,0.1525,0.36,
863,3/4/2018,24,0,0.071666665,0.19,
863,3/5/2018,24,0.05,0.18125,0.3,
863,3/6/2018,24,0.16,0.30958334,0.52,
863,3/7/2018,24,0.3,0.41916668,0.58,
863,3/8/2018,24,0,0.21375,0.55,
863,3/9/2018,24,0,0.062083334,0.22,
863,3/10/2018,24,0,0.07083333,0.19,
863,3/11/2018,23,0.05,0.13043478,0.27,
863,3/12/2018,24,0.02,0.02,0.02,
863,3/13/2018,24,0.02,0.02,0.02,
863,3/14/2018,24,0.02,0.10041667,0.27,
863,3/15/2018,24,0.11,0.23708333,0.41,
863,3/16/2018,24,0.36,0.54541665,0.83,
863,3/17/2018,24,0.55,0.7029167,0.85,
863,3/18/2018,24,0.22,0.65625,0.96,
863,3/19/2018,24,0.14,0.66291666,1.4,
863,3/20/2018,24,0.8,0.9741667,1.29,
863,3/21/2018,24,0.41,0.65541667,0.93,
863,3/22/2018,24,0.3,0.615,0.99,
863,3/23/2018,24,0.55,0.7529167,0.99,
863,3/24/2018,24,0.44,0.6958333,0.93,
863,3/25/2018,24,0.58,0.68041664,0.77,
863,3/26/2018,24,0.63,0.87208337,1.26,
863,3/27/2018,24,0.93,1.2625,1.7,
863,3/28/2018,24,1.15,1.4133333,1.67,
863,3/29/2018,24,0.99,1.235,1.67,
863,3/30/2018,24,1.1,1.265,1.62,
863,3/31/2018,24,0.69,0.98791665,1.26,
863,4/1/2018,24,0.66,1.0279167,1.51,
863,4/2/2018,24,0.85,1.23,1.72,
863,4/3/2018,24,1.04,1.28625,1.56,
863,4/4/2018,24,0.91,1.3154167,1.78,
863,4/5/2018,24,0.96,1.1008333,1.4,
863,4/6/2018,24,0.83,1.0083333,1.32,
863,4/7/2018,24,0.52,0.7758333,1.13,
863,4/8/2018,24,0.66,1.0879166,1.64,
863,4/9/2018,24,1.1,1.3233334,1.67,
863,4/10/2018,24,1.15,1.43,1.64,
863,4/11/2018,24,1.32,1.54875,1.86,
863,4/12/2018,24,1.4,1.7758334,2.26,
863,4/13/2018,24,1.51,1.8520833,2.24,
863,4/14/2018,24,1.94,2.27125,2.56,
863,4/15/2018,24,2.1,2.2804167,2.45,
863,4/16/2018,24,2.1,2.2908332,2.45,
863,4/17/2018,24,1.56,2.1254168,2.45,
863,4/18/2018,24,1.26,1.5704167,1.99,
863,4/19/2018,24,1.53,2.0954165,2.74,
863,4/20/2018,24,1.81,2.4179168,3.22,
863,4/21/2018,24,2.74,2.9020834,3.09,
863,4/22/2018,24,2.24,2.5341666,3.09,
863,4/23/2018,24,2.4,3.1666667,3.72,
863,4/24/2018,24,2.02,2.6208334,3.43,
863,4/25/2018,24,3.12,4.23375,5.39,
863,4/26/2018,24,3.75,4.225,5.23,
863,4/27/2018,24,3.78,4.3641667,5.1,
863,4/28/2018,24,3.14,3.5325,3.99,
863,4/29/2018,24,2.58,3.1595833,3.8,
863,4/30/2018,24,3.06,3.3604167,3.64,
863,5/1/2018,24,2.69,3.1983333,3.8,
863,5/2/2018,24,2.8,3.0779166,3.56,
863,5/3/2018,24,2.34,2.6033332,2.82,
863,5/4/2018,24,2.64,2.97875,3.25,
863,5/5/2018,24,3.2,3.6291666,3.85,
863,5/6/2018,24,3.06,3.4683332,3.96,
863,5/7/2018,24,2.16,2.4933333,3.22,
863,5/8/2018,24,2.18,2.5541668,3.04,
863,5/9/2018,24,2.64,3.5170834,4.79,
863,5/10/2018,24,2.64,3.2179167,4.27,
863,5/11/2018,24,3.04,4.6804166,6.26,
863,5/12/2018,24,4.82,5.3583336,5.95,
863,5/13/2018,24,4.04,4.8341665,5.57,
863,5/14/2018,24,4.9,5.37625,5.98,
863,5/15/2018,24,4.32,4.886667,5.51,
863,5/16/2018,24,3.14,3.77875,4.27,
863,5/17/2018,24,3.83,4.0466666,4.45,
863,5/18/2018,24,3.35,3.7466667,4.09,
863,5/19/2018,24,3.22,3.8170834,4.97,
863,5/20/2018,24,4.01,4.579583,5.69,
863,5/21/2018,24,3.75,4.1041665,5.49,
863,5/22/2018,24,3.67,4.5716667,5.75,
863,5/23/2018,24,5.1,5.865,6.69,
863,5/24/2018,24,4.95,6.213333,7.17,
863,5/25/2018,24,5.1,5.995,7.49,
863,5/26/2018,24,4.71,5.199167,5.92,
863,5/27/2018,24,5.51,6.443333,6.99,
863,5/28/2018,24,4.61,5.39125,6.31,
863,5/29/2018,24,4.35,4.681667,5.23,
863,5/30/2018,24,4.27,4.86375,5.92,
863,5/31/2018,24,5.18,5.5641665,5.95,
863,6/1/2018,24,5.08,5.60625,7.19,
863,6/2/2018,24,5.77,6.2091665,6.74,
863,6/3/2018,24,5.49,6.0804167,6.76,
863,6/4/2018,24,4.97,5.6670833,6.43,
863,6/5/2018,24,5.62,6.4904165,7.65,
863,6/6/2018,24,6.43,6.662083,6.86,
863,6/7/2018,24,5.64,6.4216666,7.32,
863,6/8/2018,24,6,6.3754168,7.37,
863,6/9/2018,24,5.54,6.2425,7.04,
863,6/10/2018,24,6.69,7.3725,8.02,
863,6/11/2018,24,7.19,7.7545834,8.67,
863,6/12/2018,24,7.72,8.2775,9.06,
863,6/13/2018,24,7.75,8.308333,8.92,
863,6/14/2018,24,8.05,8.367917,9.36,
863,6/15/2018,24,8.2,8.4975,8.97,
863,6/16/2018,24,8.2,8.616667,9.09,
863,6/17/2018,24,7.04,8.126667,8.92,
863,6/18/2018,24,8.22,8.668333,9.34,
863,6/19/2018,24,7.92,8.268333,8.79,
863,6/20/2018,24,8.2,8.305,8.49,
863,6/21/2018,24,8.22,8.902917,9.66,
863,6/22/2018,24,8.52,8.946667,9.61,
863,6/23/2018,24,9.09,9.393333,9.81,
863,6/24/2018,24,8.92,9.069167,9.19,
863,6/25/2018,24,9.26,9.6475,10.03,
863,6/26/2018,24,8.44,8.826667,9.11,
863,6/27/2018,24,8.17,9.342083,11.37,
863,6/28/2018,24,10.17,10.384167,10.69,
863,6/29/2018,24,8.64,9.274584,10.1,
863,6/30/2018,24,8.44,9.08125,9.41,
863,7/1/2018,24,7.77,8.092083,8.37,
863,7/2/2018,24,8.17,8.53125,9.56,
863,7/3/2018,24,8.59,9.32875,9.88,
863,7/4/2018,24,9.06,9.51625,9.81,
863,7/5/2018,24,9.21,9.641666,10.3,
863,7/6/2018,24,8.17,8.990417,9.85,
863,7/7/2018,24,8.47,8.8825,9.11,
863,7/8/2018,24,8.47,8.73875,9.11,
863,7/9/2018,24,8.92,9.404583,9.66,
863,7/10/2018,24,9.09,9.404167,9.56,
863,7/11/2018,24,8.1,8.419583,8.97,
863,7/12/2018,24,7.82,8.30125,8.94,
863,7/13/2018,24,7.85,8.091666,8.54,
863,7/14/2018,24,8.1,8.184167,8.34,
863,7/15/2018,24,8.22,8.91,9.53,
863,7/16/2018,24,8.74,9.009167,9.73,
863,7/17/2018,24,8.25,8.439584,8.82,
863,7/18/2018,24,8.52,8.906667,9.61,
863,7/19/2018,24,8.49,8.985833,9.68,
863,7/20/2018,24,9.16,9.582916,10.15,
863,7/21/2018,24,9.16,9.709583,10.42,
863,7/22/2018,24,9.71,10.3875,12.34,
863,7/23/2018,24,10.27,11.364583,12.22,
863,7/24/2018,24,9.83,10.213333,10.98,
863,7/25/2018,24,10.44,10.767917,11.08,
863,7/26/2018,24,10.54,10.861667,11.35,
863,7/27/2018,24,10.52,10.731667,11.08,
863,7/28/2018,24,10.54,10.98375,11.64,
863,7/29/2018,24,11.13,11.525833,11.83,
863,7/30/2018,24,10.08,10.75125,11.1,
863,7/31/2018,24,10.69,10.979167,11.22,
863,8/1/2018,24,11.22,11.430834,11.88,
863,8/2/2018,24,10.52,10.815416,11.27,
863,8/3/2018,24,10.64,11.074166,11.32,
863,8/4/2018,24,9.78,10.4975,11.59,
863,8/5/2018,24,9.36,9.765833,10.37,
863,8/6/2018,24,9.36,9.84875,10.32,
863,8/7/2018,24,8.99,9.204166,9.58,
863,8/8/2018,24,8.99,9.29375,9.68,
863,8/9/2018,24,9.11,9.39375,9.71,
863,8/10/2018,24,9.53,9.742084,10.1,
863,8/11/2018,24,9.68,9.839583,10.1,
863,8/12/2018,24,9.68,10.01,11.39,
863,8/13/2018,24,10,10.862083,11.78,
863,8/14/2018,24,9.31,9.565833,9.95,
863,8/15/2018,24,8.99,9.177917,9.46,
863,8/16/2018,24,9.19,9.715834,10.37,
863,8/17/2018,24,9.71,10.032917,10.47,
863,8/18/2018,24,9.73,9.87875,10.22,
863,8/19/2018,24,10.1,10.345,10.54,
863,8/20/2018,24,9.95,10.196667,10.54,
863,8/21/2018,24,10.1,10.5,11.13,
863,8/22/2018,24,10.2,10.4679165,10.76,
863,8/23/2018,24,10.27,10.450833,10.74,
863,8/24/2018,24,10.3,10.48875,10.66,
863,8/25/2018,24,10.3,10.423333,10.54,
863,8/26/2018,24,10.39,10.552083,10.81,
863,8/27/2018,24,10.44,10.557917,10.74,
863,8/28/2018,24,10.25,10.5725,10.93,
863,8/29/2018,24,10.47,10.650833,10.88,
863,8/30/2018,24,9.88,10.490833,10.81,
863,8/31/2018,24,9.56,9.77125,9.9,
863,9/1/2018,24,9.16,9.584583,10.1,
863,9/2/2018,24,9.71,10.005,10.39,
863,9/3/2018,24,10,10.265834,10.79,
863,9/4/2018,24,9.61,10.065416,10.47,
863,9/5/2018,24,9.98,10.205833,10.44,
863,9/6/2018,24,10.1,10.28,10.47,
863,9/7/2018,24,9.71,9.925417,10.12,
863,9/8/2018,24,9.36,9.637083,9.98,
863,9/9/2018,24,9.71,9.95375,10.27,
863,9/10/2018,24,10.05,10.240417,10.42,
863,9/11/2018,24,9.73,10.099584,10.39,
863,9/12/2018,24,9.66,9.982083,10.3,
863,9/13/2018,24,9.95,10.224167,10.54,
863,9/14/2018,24,10.08,10.53125,11.08,
863,9/15/2018,24,10.52,10.656667,10.93,
863,9/16/2018,24,10.44,10.66625,11.03,
863,9/17/2018,24,10.49,10.661667,10.88,
863,9/18/2018,24,10.59,10.658334,10.79,
863,9/19/2018,24,10.44,10.63,10.83,
863,9/20/2018,24,10.47,10.605,10.71,
863,9/21/2018,24,10.27,10.36375,10.54,
863,9/22/2018,24,10.05,10.216667,10.35,
863,9/23/2018,24,9.36,9.685416,9.98,
863,9/24/2018,24,9.41,9.665,9.98,
863,9/25/2018,24,9.46,9.72625,9.95,
863,9/26/2018,24,9.61,9.750417,9.88,
863,9/27/2018,24,9.68,9.822083,10.05,
863,9/28/2018,24,10,10.240833,10.59,
863,9/29/2018,24,10.27,10.355833,10.44,
863,9/30/2018,24,10.2,10.465,10.86,
863,10/1/2018,24,10.22,10.339167,10.52,
863,10/2/2018,24,10.35,10.399584,10.49,
863,10/3/2018,24,9.83,10.066667,10.37,
863,10/4/2018,24,9.66,9.807083,9.93,
863,10/5/2018,24,9.66,9.84,10.05,
863,10/6/2018,24,9.51,9.650416,9.88,
863,10/7/2018,24,9.73,9.89875,10.2,
863,10/8/2018,24,9.39,9.502083,9.78,
863,10/9/2018,24,9.24,9.3675,9.51,
863,10/10/2018,24,9.36,9.512083,9.68,
863,10/11/2018,24,9.31,9.387917,9.46,
863,10/12/2018,24,9.04,9.192083,9.39,
863,10/13/2018,24,8.74,8.935,9.09,
863,10/14/2018,24,8.79,8.954583,9.16,
863,10/15/2018,24,9.11,9.168333,9.19,
863,10/16/2018,24,8.97,9.052917,9.11,
863,10/17/2018,24,8.77,8.923333,9.04,
863,10/18/2018,24,8.67,8.849167,9.04,
863,10/19/2018,24,8.59,8.767083,8.89,
863,10/20/2018,24,8.12,8.307083,8.52,
863,10/21/2018,24,8.2,8.397917,8.62,
863,10/22/2018,24,8.25,8.491667,8.72,
863,10/23/2018,24,8.25,8.404166,8.62,
863,10/24/2018,24,8,8.145,8.25,OTHER [ Deployment End Deployment End]
863,10/25/2018,24,8.07,8.22,8.3,
863,10/26/2018,24,7.82,7.9620833,8.07,
863,10/27/2018,24,7.77,7.9666667,8.17,
863,10/28/2018,24,7.34,7.4575,7.72,
863,10/29/2018,24,6.38,7.1833334,7.47,
863,10/30/2018,24,6,6.2808332,6.51,
863,10/31/2018,24,6.28,6.63625,6.94,
863,11/1/2018,24,6.38,6.9395833,7.39,
863,11/2/2018,24,6.61,7.039583,7.32,
863,11/3/2018,24,6.26,6.6716666,7.07,
863,11/4/2018,25,6.43,6.7588,6.91,
863,11/5/2018,24,6.26,6.650417,6.94,
863,11/6/2018,24,6.64,6.9533334,7.44,
863,11/7/2018,24,7.22,7.3675,7.54,
863,11/8/2018,24,6.28,6.9629164,7.24,
863,11/9/2018,24,5.8,6.082083,6.41,
863,11/10/2018,24,5.98,6.3849998,6.79,
863,11/11/2018,24,6.26,6.675833,7.04,
863,11/12/2018,24,6.81,7.04375,7.24,
863,11/13/2018,24,7.02,7.1320834,7.29,
863,11/14/2018,24,6.71,6.945833,7.14,
863,11/15/2018,24,6.41,6.7799997,7.29,
863,11/16/2018,24,6.97,7.0979166,7.32,
863,11/17/2018,24,6.94,7.224583,7.42,
863,11/18/2018,24,7.07,7.2429166,7.37,
863,11/19/2018,24,6.94,7.0945835,7.29,
863,11/20/2018,24,6.69,6.8170834,6.91,
863,11/21/2018,24,6.43,6.65625,6.76,
863,11/22/2018,24,5.9,6.212917,6.48,
863,11/23/2018,24,5.54,6.0458336,6.69,
863,11/24/2018,24,6.61,6.675833,6.74,
863,11/25/2018,24,5.67,6.2404165,6.74,
863,11/26/2018,24,6,6.1245832,6.26,
863,11/27/2018,24,5.26,5.38125,5.77,
863,11/28/2018,24,5.28,5.3908334,5.54,
863,11/29/2018,24,4.79,5.139167,5.49,
863,11/30/2018,24,4.43,4.7620835,5.13,
863,12/1/2018,24,3.8,4.44625,5.08,
863,12/2/2018,24,4.19,4.7704167,5.31,
863,12/3/2018,24,4.74,5.320417,6,
863,12/4/2018,24,5.69,6.23875,6.41,
863,12/5/2018,24,5.15,5.7233334,6.2,
863,12/6/2018,24,5.8,5.94125,6.1,
863,12/7/2018,24,5.15,5.6025,5.98,
863,12/8/2018,24,4.43,5.24875,5.57,
863,12/9/2018,24,3.54,4.3591666,5.05,
863,12/10/2018,24,4.38,4.92125,5.39,
863,12/11/2018,24,1.72,3.0033333,4.06,
863,12/12/2018,24,2.85,3.4833333,4.12,
863,12/13/2018,24,2.4,3.4558334,4.06,
863,12/14/2018,24,2.93,3.43875,4.3,
863,12/15/2018,24,2.37,2.9458332,3.56,
863,12/16/2018,24,2.74,3.01125,3.62,
863,12/17/2018,24,2.45,2.8433332,3.59,
863,12/18/2018,24,1.56,1.88875,2.74,
863,12/19/2018,24,1.1,1.5933334,2.18,
863,12/20/2018,24,0.33,0.70458335,1.1,
863,12/21/2018,24,0.99,1.5695833,2.18,
863,12/22/2018,24,2.13,2.4475,2.69,
863,12/23/2018,24,2.4,2.5433333,2.64,
863,12/24/2018,24,1.99,2.3716667,2.64,
863,12/25/2018,24,2.02,2.4470835,3.33,
863,12/26/2018,24,3.17,3.7450001,4.04,
863,12/27/2018,24,3.78,4.0241666,4.14,
863,12/28/2018,24,2.82,3.5275,3.88,
863,12/29/2018,24,2.13,2.5704167,3.25,
863,12/30/2018,24,2.5,3.5583334,4.09,
863,12/31/2018,24,0.27,1.5925,3.43,
863,1/1/2019,24,1.67,2.1254168,2.64,
863,1/2/2019,24,1.67,2.3504167,2.88,
863,1/3/2019,24,2.37,2.5241666,2.8,
863,1/4/2019,24,2.61,2.7245834,2.85,
863,1/5/2019,24,1.7,2.3358333,2.8,
863,1/6/2019,24,1.48,1.5204166,1.62,
863,1/7/2019,24,1.43,1.5516666,1.67,
863,1/8/2019,24,1.59,2.3083334,2.72,
863,1/9/2019,24,1.15,2.0704167,2.61,
863,1/10/2019,24,0.02,0.87916666,1.18,
863,1/11/2019,24,0,0.12916666,0.61,
863,1/12/2019,24,0,0.35500002,0.93,
863,1/13/2019,24,0.61,1.58,2.45,
863,1/14/2019,24,0.02,1.0016667,1.83,
863,1/15/2019,24,0.02,0.37291667,1.4,
863,1/16/2019,24,0.72,1.7525,2.24,
863,1/17/2019,24,0.99,1.8554167,2.32,
863,1/18/2019,24,1.78,1.9645834,2.29,
863,1/19/2019,24,1.32,1.55375,1.72,
863,1/20/2019,24,1.07,1.18375,1.34,
863,1/21/2019,24,0.25,1.0733334,2.02,
863,1/22/2019,24,1.94,2.35625,2.66,
863,1/23/2019,24,0.47,1.7491666,2.34,
863,1/24/2019,24,1.13,2.1320834,2.64,
863,1/25/2019,24,0.02,0.7416667,2.66,
863,1/26/2019,24,0.44,1.1154166,2.32,
863,1/27/2019,24,2.34,2.51375,2.61,
863,1/28/2019,24,2.5,2.5874999,2.66,
863,1/29/2019,24,2.37,2.5116665,2.61,
863,1/30/2019,24,2.16,2.25875,2.34,
863,1/31/2019,24,2.05,2.09375,2.24,
863,2/1/2019,24,1.94,2.0725,2.16,
863,2/2/2019,24,2.1,2.2220833,2.34,
863,2/3/2019,24,2.29,2.3683333,2.45,
863,2/4/2019,24,2.34,2.5604167,2.77,
863,2/5/2019,24,2.4,2.49,2.56,
863,2/6/2019,24,2.24,2.4375,2.58,
863,2/7/2019,24,2.5,2.57875,2.66,
863,2/8/2019,24,2.48,2.56625,2.66,
863,2/9/2019,24,2.45,2.6266668,2.77,
863,2/10/2019,24,2.34,2.5995834,2.74,
863,2/11/2019,24,1.89,2.2704167,2.56,
863,2/12/2019,24,2.07,2.2395833,2.5,
863,2/13/2019,24,1.83,2.0458333,2.26,
863,2/14/2019,24,1.48,1.6808333,1.81,
863,2/15/2019,24,1.62,1.7608334,1.99,
863,2/16/2019,24,1.81,1.9379166,2.07,
863,2/17/2019,24,1.7,2.2641666,2.48,
863,2/18/2019,24,1.26,1.4920833,1.78,
863,2/19/2019,24,1.59,1.7008333,1.78,
863,2/20/2019,24,1.64,2.0041666,2.21,
863,2/21/2019,24,1.62,1.78375,1.97,
863,2/22/2019,24,1.53,1.6904167,1.86,
863,2/23/2019,24,1.7,1.9008334,2.16,
863,2/24/2019,24,1.75,2.0825,2.34,
863,2/25/2019,24,1.97,2.0791667,2.24,
863,2/26/2019,24,1.97,2.0666666,2.26,
